district,Dropout_Rate_Sec,Dropout_Rate_HSec,Avg_PTR_district_23_24,%_Schools_Func_Toilets_23_24,%_Schools_Library_23_24,%_Schools_Electricity_23_24,NFHS_Women_10_plus_School,NFHS_Women_Literate,NFHS_Female_Ever_Attended_School,NFHS_Improved_Water,NFHS_Improved_Sanitation,NFHS_Electricity,NFHS_Health_Insurance,NFHS_Early_Marriage,NFHS_Teen_Pregnancy,NFHS_Family_Planning_Modern
RAMANAGARA,0.03378481205296,0.4867567665495126,35.012238642452026,0.9683179723502304,1.0,0.9953917050691244,54.5,82.7,68.8,98.3,89.6,99.6,35.7,11.8 ,5.7 ,78.1
RAMANATHAPURAM,-0.0285658230331566,0.1013906002464355,21.541891477558572,0.7926267281105991,0.9967083607636604,0.9967083607636604,53.7,86.1,80.3,93.9,78.6,99.3,69.7,14.7 ,6.0 ,72.2
RAMBAN,0.1887761572606214,0.4920512424756906,49.37843892528034,0.7976190476190477,0.1041666666666666,0.7311507936507936,35.5,62.2,60.8,73.4,48.9,97.4,9.2,5.5 ,2.0 ,56.5
RAMGARH,0.2120527040870394,0.2616302363887282,46.67910824597136,0.9675675675675676,0.8875675675675676,0.9783783783783784,44.3,72.7,68.4,76.7,64.2,98.4,49.7,25.1 ,5.1 ,68.2
RAMPUR,0.3028220251087478,0.2641017280730355,47.87208302609058,0.9172036082474226,0.8685567010309279,0.873389175257732,26.9,59.3,57.6,100.0,79.0,96.2,13.1,10.5 ,3.5 ,56.8
RANCHI,0.0716438181741012,0.1427335521346864,50.170971129256785,0.9283121597096188,0.9213551119177252,0.9497882637628554,49.5,78.4,73.3,86.3,77.2,99.3,43.9,20.9 ,5.5 ,61.5
RATLAM,0.1481082140756714,0.2829338772734999,41.65086125681249,0.7702922077922078,0.9821428571428572,0.9094967532467532,23.8,63.4,66.2,91.0,69.4,99.0,37.9,31.3 ,7.6 ,72.6
RATNAGIRI,-0.0091529802546594,0.1819129916567342,20.020221871495533,0.9607907742998352,0.9884678747940692,0.9749588138385502,41.2,87.2,80.3,90.9,85.6,99.2,16.6,4.4 ,1.2 ,62.3
RAYAGADA,0.1355529480786154,0.3877323420074349,41.08135451189205,0.7651781234320121,0.9979929754139488,0.9618665328650275,19.1,45.1,50.8,91.3,50.5,96.6,45.5,33.2 ,9.2 ,72.7
REASI,0.2235008665511265,0.5024887800897593,46.23845891985951,0.7179916317991631,0.3330543933054393,0.8317991631799163,41.9,68.2,66.9,76.5,62.7,99.9,11.2,9.6 ,2.2 ,56.9
REWA,0.1524998809958269,0.3736332007952286,34.94477652136121,0.708139534883721,0.9653488372093024,0.7441860465116279,23.1,67.7,65.2,82.1,46.1,96.5,29.4,28.2 ,4.8 ,70.7
REWARI,-0.0338127951910691,0.043731778425656,19.04834792364696,0.9411764705882352,0.9842436974789917,0.9968487394957984,58.7,87.4,74.6,99.7,86.4,100.0,25.3,5.8 ,4.7 ,70.6
ROHTAK,-0.0471615241023388,0.1886167778372851,22.103835779002775,0.8625,0.9825,0.99625,55.9,88.5,79.6,98.5,90.0,99.7,24.8,12.4 ,1.7 ,74.4
ROHTAS,0.2662995800279981,0.2737016922621718,58.99158247101227,0.9524145223827988,0.9418399718011984,0.9027141346492774,42.6,76.5,70.5,99.6,69.0,98.5,17.2,30.3 ,4.6 ,73.9
RUDRAPRAYAG,0.01153661272232,0.1052801030264005,22.48823570033922,0.7154989384288747,0.8535031847133758,0.9363057324840764,56.4,87.2,73.0,93.9,86.8,99.5,76.6,8.6 ,1.8 ,72.1
RUPNAGAR,0.0159577732768673,0.0853602267484016,33.29744166270463,0.8387423935091278,0.7505070993914807,0.9939148073022313,64.0,88.9,81.8,98.5,84.0,99.8,37.8,2.4 ,0.6 ,71.8
SABAR KANTHA,0.1759339506454408,0.2157836459416837,41.79901031143419,0.9171974522292994,0.9826288361320208,1.0,31.1,74.5,68.7,90.7,61.0,95.3,49.3,27.0 ,6.1 ,66.4
SAGAR,0.1338935884478533,0.4325879187157836,45.52342940985529,0.7870778267254038,1.0,0.8443465491923642,32.9,74.3,76.4,86.7,68.8,98.6,27.5,21.4 ,6.4 ,68.5
SAHARANPUR,0.2072427641600885,0.1657188626351622,40.69338797774555,0.892487939352171,0.631518492993338,0.8403399954054674,38.2,73.8,69.3,99.7,83.8,98.3,11.8,7.0 ,1.3 ,73.7
SAHARSA,0.4802768423137876,0.2939271995610023,77.81561715487386,0.6786751888436955,0.1295758280069726,0.8065078442765834,20.9,43.1,50.2,100.0,40.5,97.2,12.8,51.0 ,23.5 ,44.7
SAHIBGANJ,0.3528728151729268,0.4637172027664946,131.00431471255018,0.8509114583333334,0.9108072916666666,0.8079427083333334,18.6,54.9,57.3,88.2,43.2,91.6,34.8,39.9 ,18.9 ,50.4
SALEM,-0.0159189580318379,0.1078930252132991,22.43582642939874,0.6475991649269311,0.9920668058455114,0.9920668058455114,51.3,83.2,74.4,97.6,64.5,99.5,67.5,23.7 ,8.9 ,69.0
SAMASTIPUR,0.284918287211263,0.2947876769358868,67.06718478465793,0.8504322766570606,0.5682997118155619,0.815850144092219,26.5,54.3,60.9,98.6,48.8,95.7,19.0,49.8 ,14.9 ,63.7
SAMBA,0.0352506999236447,0.1827011418821367,17.839732009053375,0.8372093023255814,0.5599284436493739,0.9838998211091234,60.6,84.8,76.6,95.4,78.8,99.8,19.0,6.3 ,1.3 ,62.8
SAMBALPUR,0.0482274921009687,0.132311869666408,36.79191206334383,0.9090318388564004,1.0,0.9753086419753086,36.5,76.6,74.6,93.0,62.4,98.8,49.3,7.4 ,0.9 ,77.1
SANGAREDDY,0.0150460898007731,0.369964298053668,39.94786927690129,0.6486051502145923,0.8546137339055794,0.8953862660944206,41.5,63.6,60.2,99.4,68.0,99.6,58.1,30.6 ,4.4 ,62.3
SANGLI,-0.01216656194665,0.2418372460583632,28.16369130705146,0.8456873315363881,0.9481132075471698,0.9100404312668464,54.6,90.3,80.4,96.8,84.7,98.2,12.3,27.0 ,10.4 ,67.1
SANGRUR,0.0265829628739636,0.090251909842793,36.904645954834706,0.8906394810009268,0.8619091751621872,0.9962928637627432,54.4,79.8,73.5,99.7,92.4,99.6,18.7,8.0 ,1.4 ,57.0
SANT KABIR NAGAR,0.2505455586162487,0.3327558965182463,52.021665685354215,0.8819474364498061,0.7436449806118053,0.8143041792330892,34.8,62.7,63.8,99.9,65.1,94.0,20.4,16.8 ,1.9 ,69.2
SARAIKELA-KHARSAWAN,0.1107065267280682,0.2962101667817303,56.75115333218948,0.9480600750938674,0.983729662077597,0.8992490613266583,36.0,68.3,64.4,85.7,60.9,93.5,63.1,19.2 ,10.3 ,66.9
SARAN,0.3252438404289742,0.2998915024133758,71.82055740409623,0.8762522097819682,0.3547436652916912,0.9413671184443136,35.5,65.6,64.8,99.7,37.2,93.6,9.4,26.2 ,6.2 ,41.1
SATARA,-0.0057565960996974,0.1979505530253741,20.6325035258531,0.9079738562091504,0.9882352941176472,0.9186928104575164,48.3,87.2,78.5,95.6,78.7,97.9,11.4,18.1 ,7.7 ,74.7
SATNA,0.107324686344627,0.3522351526602826,36.88925720029149,0.8868065967016492,0.9922538730634682,0.9130434782608696,31.5,73.0,71.9,92.7,55.4,97.8,22.0,12.9 ,0.7 ,71.6
SAWAI MADHOPUR,-0.0195262853841708,0.1801783404805663,22.955695959216957,0.7120717781402937,0.7153344208809136,0.9404567699836868,28.3,57.4,57.4,92.5,71.2,95.5,80.5,35.4 ,2.9 ,58.7
SEHORE,0.1482960928723006,0.331027253668763,38.14587498456975,0.8809730668983493,0.9839270199826238,0.9048653344917464,28.2,69.7,68.5,92.2,75.2,99.2,33.2,21.7 ,4.2 ,53.4
SENAPATI,0.1165369971858963,0.0405537141743029,38.194263377081136,0.8522727272727273,0.1619318181818181,0.6931818181818182,39.6,81.9,79.6,64.4,84.4,98.8,15.4,15.5 ,6.3 ,65.2
SEONI,-0.0852729145211121,0.3477797513321492,29.83171552121568,0.6672655407833273,0.9913762127200862,0.923104563420769,33.0,73.7,71.3,79.1,56.2,99.2,44.6,11.2 ,4.7 ,78.0
SEPAHIJALA,0.0391341855540742,0.2181956894907495,27.708685885408737,0.6215384615384615,0.3076923076923077,0.6630769230769231,21.7,79.6,78.9,97.4,75.4,99.0,31.6,51.9 ,26.6 ,58.9
SERCHHIP,-0.0485468956406869,0.5,27.02880542234123,0.8826086956521739,0.4913043478260869,0.9304347826086956,43.1,99.7,96.8,97.7,98.2,99.3,58.8,7.2 ,3.0 ,40.0
SHAHDOL,0.1075107481893989,0.3482849604221636,43.46440032806329,0.7760074976569822,0.9906279287722588,0.7928772258669166,30.7,72.1,67.2,79.2,61.4,97.5,58.4,27.5 ,5.8 ,64.5
SHAHJAHANPUR,0.378347862904539,0.3410384004851339,54.955524019712904,0.9128122109158188,0.7856151711378353,0.8020351526364478,27.7,59.5,63.2,100.0,69.2,84.1,14.2,20.9 ,4.6 ,70.3
SHAJAPUR,0.1256560908734821,0.3280454159592529,34.012189500937744,0.8222083593262632,0.971927635683094,0.9482220835932628,19.6,62.0,62.6,91.8,74.5,99.9,34.3,24.4 ,5.9 ,78.2
SHEIKHPURA,0.2714510867573214,0.2845528455284553,62.85283675765494,0.8832,0.6912,0.8576,28.3,55.0,58.5,98.4,54.2,97.3,9.7,46.1 ,10.2 ,78.8
SHEOHAR,-0.0191290441628737,0.3546117657214381,108.63990617166743,0.9343065693430656,0.917883211678832,0.5656934306569343,21.0,52.5,56.2,100.0,57.9,97.6,18.1,34.6 ,3.3 ,65.6
SHEOPUR,0.3733029216900184,0.460055686442493,45.28299937865425,0.6192696192696193,0.9875679875679876,0.9557109557109555,15.9,54.8,53.1,91.1,48.0,98.0,27.1,39.5 ,5.2 ,67.7
SHIMLA,-0.040281973816717,0.115035471813258,12.349933915484026,0.9877032923443078,0.9992066640222134,0.9781832606108688,69.7,93.4,81.6,97.3,87.3,100.0,37.1,6.1 ,6.1 ,89.1
SHIVPURI,0.3245721014340385,0.4403591581786563,42.28978363924014,0.7984939759036145,0.9849397590361446,0.8069277108433734,21.2,62.5,61.4,86.8,55.5,97.2,38.9,32.5 ,6.7 ,64.3
SHRAWASTI,0.3967643927393596,0.3887184819339745,83.11011542069359,0.8953333333333333,0.9873333333333332,0.848,15.9,40.8,47.0,99.3,58.1,73.7,13.5,51.9 ,5.3 ,49.8
SIANG,0.1431906614785992,0.4606946983546618,16.337274034720913,0.3518518518518518,0.1388888888888889,0.4629629629629629,50.6,87.4,78.6,96.3,91.2,99.6,26.1,10.0 ,0.5 ,73.7
SIDDHARTHNAGAR,0.3446597797319217,0.3584136016179343,64.89975442723018,0.909297052154195,0.8183106575963719,0.8732993197278912,17.0,49.1,57.7,99.9,42.8,90.7,12.2,33.9 ,3.7 ,65.0
SIDDIPET,0.0108562943408678,0.2865084537821569,35.2585862032657,0.7853323147440795,0.9159663865546218,0.917494270435447,51.3,71.0,60.8,97.2,84.1,99.5,60.9,19.0 ,1.0 ,59.8
SIDHI,0.1913680781758957,0.3731527540757416,38.118727620194306,0.7502198768689534,0.9850483729111698,0.6846965699208444,27.1,71.7,66.7,83.7,44.7,96.4,26.1,23.0 ,3.6 ,71.7
SIKAR,-0.0723148829153716,-0.1964621585311241,19.58626979198138,0.8199780461031834,0.7855836077570435,0.9623124771313576,41.4,73.3,67.9,99.4,77.9,99.2,82.4,18.0 ,3.0 ,75.2
SIMDEGA,0.1422891002650865,0.309391976598412,59.533386689741775,0.8790613718411552,0.6985559566787004,0.6814079422382672,29.7,68.8,68.2,66.7,71.3,84.1,60.6,15.9 ,5.0 ,48.5
SINDHUDURG,0.0014648858250754,0.11591421180005,17.414946014076538,0.770933014354067,0.9545454545454546,0.9916267942583732,49.4,92.1,83.1,73.2,87.9,99.4,13.2,5.0 ,1.1 ,58.7
SINGRAULI,0.2534406581687065,0.4112824974068993,61.05768533959401,0.7875368007850834,0.9592737978410206,0.7212953876349362,29.9,65.4,60.9,77.9,52.6,92.7,58.5,24.7 ,4.4 ,58.1
SIRMAUR,-0.0905353247189126,0.2281726119879573,19.037737673524664,0.9714285714285714,0.8541033434650456,0.998176291793313,55.6,84.9,75.7,95.7,84.3,99.2,26.2,5.0 ,1.8 ,86.9
SIROHI,-0.1100968188105118,0.1492638577922518,27.919195447846153,0.8099352051835853,0.7948164146868251,0.9028077753779696,25.7,62.2,59.4,93.6,54.1,93.9,92.0,18.0 ,4.4 ,67.9
SIRSA,-0.0359377793670658,0.1423036412879927,29.702149569879833,0.8212147134302823,0.9854576561163388,0.998289136013687,44.7,73.1,68.3,99.3,81.9,99.9,26.6,8.9 ,5.6 ,74.0
SITAMARHI,0.4967680228051311,0.3282075848303393,100.78819806002858,0.8642984014209592,0.4191829484902309,0.7818827708703375,19.2,51.7,59.1,99.7,50.7,93.1,20.7,46.8 ,13.1 ,52.8
SITAPUR,0.4780693242246633,0.304752656232149,58.94497907171179,0.8915470494417863,0.8195995038100301,0.7760056707425128,23.9,59.2,65.0,99.7,52.5,68.4,23.2,20.8 ,3.4 ,51.1
SIWAN,0.3187958351394626,0.3919086183117021,46.61223922646962,0.9024703240295155,0.2775104266923324,0.8854667949951877,38.9,70.9,70.7,99.8,47.7,95.3,8.2,21.3 ,2.6 ,53.5
SOLAN,-0.0674617429413033,0.1368107062237987,19.910166650788828,0.9834054834054834,0.9848484848484848,1.0,62.3,91.0,82.4,96.5,81.8,99.2,41.9,13.3 ,5.8 ,84.6
SOLAPUR,-0.0053767424138186,0.3315026007172164,29.864483164476944,0.91260897299596,0.9540718690197746,0.8409525834573677,36.0,76.4,72.0,90.4,67.8,97.1,20.5,40.3 ,18.6 ,75.7
SONBHADRA,0.3266896797348018,0.336900474709445,65.70899976369603,0.8732595501606569,0.891110317743663,0.7743662977508032,35.7,64.8,62.1,89.6,70.6,82.9,19.7,17.7 ,6.9 ,67.1
SONIPAT,-0.0162473794549267,0.1652958684033667,22.10985061622719,0.935533384497314,0.9562547966231773,1.0,56.8,89.1,78.9,97.2,86.7,99.3,22.4,15.5 ,2.9 ,78.7
SONITPUR,0.0008032589362556,0.5674375129820675,64.09692871863882,0.8417890520694259,0.8404539385847797,0.8484646194926568,24.3,76.9,74.9,82.9,72.2,88.2,66.9,24.0 ,6.5 ,74.4
SOUTH,-0.1564353795907485,-0.1619879489934139,36.806254794205536,0.7272727272727273,1.0,1.0,61.6,86.6,83.5,100.0,89.5,99.9,28.7,6.6 ,1.5 ,83.2
SOUTH EAST,-0.1556692865411564,-0.1294361548323741,40.40338260722436,0.6607495069033531,1.0,1.0,65.5,86.8,83.9,100.0,83.8,99.7,24.5,7.5 ,2.6 ,84.1
SOUTH GARO HILLS,0.3623502684840974,0.7123355263157894,45.70195407387752,0.700282752120641,0.0424128180961357,0.1168708765315739,38.4,88.6,89.2,60.4,88.4,98.6,79.5,10.2 ,1.1 ,37.6
SOUTH GOA,-0.1146970491490679,0.0746941403734706,26.097026284202887,0.988621997471555,1.0,1.0,70.9,93.8,88.2,99.0,88.2,100.0,67.7,3.9 ,2.8 ,75.0
SOUTH TRIPURA,0.0273570617190458,0.1583434835566383,25.497028956518303,0.5805970149253732,0.2895522388059701,0.8,21.6,80.3,80.4,90.5,68.6,95.9,37.3,46.2 ,23.1 ,50.7
SOUTH WEST GARO HILLS,0.2970012760527435,0.8711105150214592,42.32081746733479,0.4762516046213094,0.0295250320924261,0.134788189987163,33.0,82.6,81.7,58.6,71.4,95.5,75.1,15.3 ,6.3 ,36.7
SOUTH WEST KHASI HILLS,0.252414340521233,0.7091372406261376,42.5545318486459,0.8409090909090909,0.0599173553719008,0.1838842975206611,23.4,85.9,84.6,85.3,89.6,87.9,72.3,21.6 ,13.2 ,26.5
SRIKAKULAM,0.0207048687707352,0.3155015938822791,32.02709832423347,0.7167666561414588,0.9958951689295864,0.9974739501105148,42.5,64.3,60.0,87.7,71.6,99.9,75.6,25.4 ,5.5 ,72.3
SRINAGAR,0.024421955161993,0.0470422427913,30.8708466715777,0.772020725388601,0.7797927461139896,0.9766839378238342,60.5,78.4,68.2,98.5,86.8,100.0,17.9,1.7 ,1.6 ,56.5
SUKMA,0.1162824627954479,0.1238542365302928,37.7022527382584,0.6537342386032978,0.965082444228904,0.7720659553831232,15.9,40.5,45.9,96.0,35.5,98.3,78.1,18.9 ,2.7 ,53.7
SULTANPUR,0.184760478094374,0.2599613258163793,44.10789113141951,0.8818742985409652,0.9060044893378226,0.8583052749719416,46.6,74.9,68.9,99.5,65.1,94.3,20.7,7.9 ,1.1 ,47.6
SUPAUL,0.4984560236671057,0.4993413541758145,75.15051361979972,0.6665194346289752,0.1227915194346289,0.7358657243816255,16.2,42.1,50.9,99.7,50.7,97.3,14.2,55.9 ,17.0 ,63.7
SURAJPUR,0.0971567939594399,0.2128061959654178,38.449670064109746,0.8445616883116883,0.9699675324675324,0.8453733766233766,30.7,68.3,64.8,83.4,75.4,98.7,75.7,34.3 ,4.5 ,59.8
SURAT,0.1028014745399632,0.2039670413108484,41.26476403424654,0.8609851919008764,0.8887881535207011,1.0,44.0,84.2,82.7,98.9,82.0,99.3,31.6,13.1 ,4.4 ,78.7
SURENDRANAGAR,0.2265885761068077,0.2989331591552362,32.81174332436761,0.884479092841956,0.9255846917080084,0.9992912827781716,23.3,75.1,66.0,96.9,63.8,99.4,50.4,19.5 ,6.3 ,76.0
SURGUJA,0.0418109446296236,0.1035621608870016,33.098009091676325,0.8113207547169812,0.979035639412998,0.8687631027253668,37.7,73.7,66.3,96.4,75.8,99.3,65.1,18.1 ,6.4 ,55.2
SURYAPET,0.0225457356351456,0.4286836753558883,29.14843166277669,0.8787413660782809,0.9140445126630852,0.920951650038373,42.5,63.5,57.4,99.8,77.9,99.4,63.1,29.5 ,6.2 ,78.2
TAMENGLONG,0.0965863985181264,0.4919876300253022,34.241815988274645,0.992619926199262,0.1180811808118081,0.2472324723247232,33.1,76.8,78.4,51.6,77.9,93.6,16.8,19.9 ,10.2 ,65.2
TAPI,0.2233680367099225,0.2279890892559478,36.44436674681467,0.9142857142857144,0.9923809523809524,0.998095238095238,32.5,72.0,66.1,99.0,70.2,97.6,42.3,25.3 ,9.9 ,83.1
TAWANG,0.0649056603773584,0.0752427184466019,22.415442655738225,0.7203389830508474,0.8728813559322034,0.7457627118644068,39.2,59.1,59.3,99.8,81.7,99.7,33.5,11.9 ,1.4 ,62.1
TEHRI GARHWAL,-0.0012822339364582,0.1362593030534882,18.859678679693076,0.7615803814713896,0.8910081743869209,0.8410535876475931,50.8,75.5,62.2,84.1,84.6,99.9,71.2,6.3 ,1.7 ,67.3
THANE,-0.0061964931686202,0.2118117585970291,41.003815046852466,0.9400083612040134,0.9885033444816054,0.9623745819397992,55.9,90.5,86.1,96.7,74.7,99.3,22.7,18.4 ,4.0 ,61.6
THANJAVUR,-0.0524313199961712,0.0981616721228909,25.93878673862715,0.8594357976653697,0.9961089494163424,0.9961089494163424,54.3,86.4,80.6,99.7,79.6,98.8,70.6,4.1 ,8.4 ,64.8
THE DANGS,0.2783380395320693,0.2431869467106405,48.11349077906155,0.9342915811088296,0.9938398357289528,1.0,20.7,68.9,69.9,91.2,71.7,95.9,44.3,30.2 ,13.0 ,79.8
THE NILGIRIS,0.0545224341220226,0.1928746928746928,21.573698919996954,0.7893982808022922,0.9842406876790832,0.9842406876790832,63.4,90.6,85.2,96.4,83.6,98.6,74.5,11.1 ,4.5 ,77.9
THENI,-0.0510182207931404,0.1128276631344116,19.909288494358304,0.7856377277599143,0.9914255091103966,0.9914255091103966,56.9,86.9,80.9,99.9,74.4,99.4,67.4,16.0 ,13.5 ,70.6
THIRUVANANTHAPURAM,0.0100676183320811,0.0656862626238133,36.19851481700976,0.9572713643178412,0.9962518740629686,1.0,83.1,98.5,94.5,92.9,95.4,99.9,48.7,6.2 ,4.6 ,41.3
THOOTHUKKUDI,-0.0134656488549618,0.119438619132118,21.75295441414733,0.7805139186295503,0.9978586723768736,0.9978586723768736,59.5,90.3,86.6,97.0,79.4,100.0,57.8,8.9 ,0.9 ,67.6
THOUBAL,0.1474582848273186,0.3701072993803839,26.74749850704976,0.7071005917159763,0.3461538461538461,0.727810650887574,40.7,85.4,79.9,72.5,61.3,98.6,19.1,17.5 ,7.5 ,72.2
THRISSUR,-0.0074815697914891,0.0825645868138785,36.504558723850195,0.9548387096774194,1.0,0.9983870967741936,79.2,99.4,97.8,93.7,99.5,100.0,48.7,1.0 ,1.0 ,69.7
TIKAMGARH,0.2192742376919857,0.4531762600656128,44.11991357742566,0.806146572104019,0.9946808510638298,0.8504728132387707,25.8,70.6,66.8,80.0,56.6,99.7,40.5,32.6 ,5.4 ,76.2
TINSUKIA,-0.0414151809306595,0.426170323719363,49.53172298079718,0.8158803222094362,0.9171461449942464,0.9430379746835444,25.6,70.5,72.6,96.8,66.7,95.7,60.0,19.8 ,6.1 ,59.2
TIRAP,0.0558707987778263,0.4457174031642117,35.26164618369879,0.5694444444444444,0.2777777777777778,0.5,40.2,75.1,69.0,93.8,86.7,98.8,30.8,12.0 ,4.0 ,56.1
TIRUCHIRAPPALLI,-0.043843661401377,0.0763101250103485,24.9516646084479,0.8202830188679245,0.9886792452830188,0.9886792452830188,57.1,84.8,80.7,98.1,67.1,99.0,67.8,13.5 ,4.5 ,68.1
TIRUNELVELI,-0.0122623272454485,0.107981220657277,26.119894980532056,0.8101761252446184,0.9758643183300716,0.9758643183300716,54.2,87.3,84.4,98.1,79.8,99.5,61.3,10.7 ,4.3 ,69.8
TIRUPPUR,0.0503049142206297,0.1152874289324068,22.988711457835993,0.8904403866809882,0.9946294307196564,0.9946294307196564,55.1,87.5,75.8,99.8,75.9,99.5,59.9,10.5 ,5.1 ,69.3
TIRUVANNAMALAI,-0.047349598275524,0.0800417122364371,24.192243438794353,0.6889328063241107,0.9952569169960476,0.9952569169960476,50.2,81.7,75.5,98.5,61.7,99.0,69.6,11.6 ,8.5 ,71.9
TONK,0.0154452963727513,0.1308496732026144,18.50349779890531,0.855072463768116,0.7033248081841432,0.9650468883205456,27.3,56.4,54.8,90.9,66.2,97.8,84.5,37.2 ,3.1 ,69.1
TUENSANG,0.0124628239626115,0.309433962264151,31.303246403409737,0.5679012345679012,0.6296296296296297,0.6378600823045267,27.0,77.8,80.5,90.4,92.0,96.6,22.0,10.4 ,6.7 ,52.6
UDAIPUR,0.0366502534134155,0.1219979115906717,27.29070556310604,0.8293507120444122,0.6232198889693459,0.7880762732319575,30.1,64.2,63.8,92.7,60.3,98.1,94.3,18.2 ,4.5 ,75.5
UDALGURI,0.1533226132156613,0.5082038166437144,43.67289782781581,0.8163894023413432,0.3906346272335181,0.8940234134319162,23.8,70.0,70.6,82.3,73.8,95.5,70.6,32.0 ,4.7 ,50.2
UDHAM SINGH NAGAR,0.0762231043921184,0.1231754675713073,41.57107741841474,0.8334067871308947,0.8550022036139269,0.9678272366681356,41.1,72.3,70.5,99.9,70.9,99.6,59.0,14.6 ,5.2 ,67.2
UDHAMPUR,0.1061262376237623,0.3515281246283743,29.916648667622283,0.6156583629893239,0.4638196915776987,0.9234875444839856,43.7,77.3,73.0,76.4,69.8,99.9,16.8,6.1 ,1.0 ,69.7
UDUPI,-0.031258712015612,-0.0562518110692553,45.35301080673186,0.9737302977232924,1.0,0.999124343257443,55.4,90.3,82.0,81.5,94.5,99.6,50.9,4.4 ,0.7 ,72.0
UJJAIN,0.1735026297197582,0.3448181403134986,34.180136882335255,0.8458755426917511,0.9750361794500724,0.8534732272069464,29.0,66.3,68.9,94.7,72.8,99.3,35.7,33.4 ,5.1 ,75.4
UKHRUL,0.0764649375600384,0.4400329150380579,34.78750077700158,0.3568281938325991,0.2819383259911894,0.4140969162995594,49.7,86.9,83.7,50.9,81.4,95.0,17.0,11.1 ,9.8 ,56.9
UMARIA,0.1914787591877413,0.401080872418452,46.49969684053395,0.6390697674418605,1.0,0.7813953488372093,26.4,67.7,68.0,79.5,53.7,98.2,19.9,21.2 ,4.7 ,71.2
UNA,0.0121637658227847,0.1246720537307167,19.88573902496189,0.9792122538293216,0.9606126914660832,1.0,66.8,92.5,86.1,98.8,81.4,98.5,22.6,1.6 ,2.1 ,53.3
UNAKOTI,0.0584311303273625,0.226965206185567,32.83934393848607,0.6816976127320955,0.3368700265251989,0.8010610079575596,18.7,76.4,81.6,78.6,61.8,96.4,28.0,38.0 ,21.2 ,66.8
UNNAO,0.0524258585573176,0.3094748937948325,39.59894210613541,0.8691297574004007,0.7763187180057868,0.8215001112842198,37.0,68.2,69.0,98.5,60.3,75.4,15.3,18.9 ,2.2 ,48.7
UPPER SIANG,0.318007662835249,0.5964912280701755,12.903436471674508,0.5984251968503937,0.0629921259842519,0.6614173228346457,34.8,74.4,69.5,99.8,91.8,99.5,34.6,17.1 ,7.1 ,62.0
UPPER SUBANSIRI,0.2643118148599269,0.6033266129032258,18.264162021574695,0.48,0.156,0.244,31.8,64.3,61.4,94.7,80.9,87.0,21.5,26.7 ,13.2 ,53.2
UTTAR DINAJPUR,0.0127843648687122,0.5874991445136437,60.41490130334396,0.9817961165048544,0.5858616504854369,0.9648058252427184,29.3,65.4,68.1,99.8,63.8,96.9,21.0,30.3 ,12.7 ,81.2
UTTARA KANNADA,-0.0748129675810473,0.2381549391422451,31.883584198399497,0.9648562300319488,1.0,0.9984025559105432,49.2,84.3,81.1,84.8,89.6,99.1,32.0,11.6 ,1.3 ,69.3
UTTARKASHI,0.039115275659185,0.1295409414787992,21.6377449501376,0.7125506072874493,0.9060728744939271,0.8210526315789474,53.6,81.2,69.0,96.1,75.7,99.6,80.3,5.7 ,4.8 ,73.8
VADODARA,0.0706842730057303,0.3195740517760385,39.22225983752821,0.8796384395813511,0.9980970504281635,1.0,46.4,84.6,82.0,99.5,85.6,97.3,41.7,22.8 ,10.3 ,58.5
VAISHALI,0.2321301261585195,0.4394610266080729,65.15430643918765,0.881841246828561,0.7154766219644799,0.8909025009061254,34.0,62.4,64.5,99.2,52.6,96.5,13.5,44.9 ,8.1 ,45.8
VALSAD,0.1739977420140349,0.2375915859134956,39.92520626322001,0.9426666666666668,0.9473333333333334,0.9986666666666668,45.6,82.9,79.0,98.0,85.3,98.6,40.6,19.4 ,6.5 ,76.1
VARANASI,0.0715961660856265,0.1704553581462826,36.71432069310919,0.9468874928612222,0.7361507709880069,0.9740148486579098,55.0,80.6,74.1,98.4,83.2,97.2,12.8,10.4 ,0.0 ,72.5
VELLORE,-0.0242435562196488,0.0926148183709393,26.627132907050488,0.7888100866824271,0.9944838455476752,0.9944838455476752,52.5,84.7,80.0,97.7,76.2,99.3,71.4,14.9 ,4.9 ,65.2
VIDISHA,0.216139394079449,0.37726938818344,39.4285355007209,0.8457446808510638,0.9984802431610942,0.7830547112462006,21.7,68.9,69.2,95.7,65.2,98.7,48.2,22.8 ,7.8 ,75.1
VIKARABAD,0.0488917170431647,0.5472035446383459,36.699779310483976,0.6683899556868538,0.7370753323485968,0.8729689807976366,38.3,59.3,53.1,99.7,66.7,99.1,59.6,39.8 ,10.0 ,69.8
VIRUDHUNAGAR,-0.0455493288153263,0.1182535901449669,19.65902974822,0.8039673278879813,0.9982497082847142,0.9982497082847142,53.5,85.3,80.5,97.4,59.8,99.5,51.3,15.5 ,3.6 ,68.1
VISAKHAPATNAM,-0.0326765538873832,-0.0417074161563577,51.202230670389696,0.9430051813471504,0.9993523316062176,1.0,46.0,69.5,66.8,91.8,77.8,99.6,64.9,25.4 ,9.5 ,68.0
VIZIANAGARAM,0.0343780958202474,0.1771968807647157,31.825333737126726,0.836864406779661,1.0,0.998728813559322,37.6,58.3,56.0,93.1,61.7,99.5,76.7,33.7 ,12.7 ,71.2
