district,Dropout_Rate_Sec,Dropout_Rate_HSec,Avg_PTR_district_23_24,%_Schools_Func_Toilets_23_24,%_Schools_Library_23_24,%_Schools_Electricity_23_24,NFHS_Women_10_plus_School,NFHS_Women_Literate,NFHS_Female_Ever_Attended_School,NFHS_Improved_Water,NFHS_Improved_Sanitation,NFHS_Electricity,NFHS_Health_Insurance,NFHS_Early_Marriage,NFHS_Teen_Pregnancy,NFHS_Family_Planning_Modern
KHAMMAM,-0.00502649507948516,0.06657014258285850,31.170783928188,0.8192627824019030,0.9357907253269920,0.9720570749108210,40.9,66.3,61.8,98.4,84.5,99.7,60.4,35.0,10.9,78.7
KHEDA,0.09802940140518700,0.3260834713835300,40.98130398240570,0.8473205257836200,0.974721941354904,1.0,24.2,70.9,74.0,97.7,63.3,96.9,32.2,49.2,10.4,29.8
KHERI,0.4325964594315180,0.29349988945390200,78.62008992756920,0.9047824213700990,0.8248599741490740,0.8255062473071950,28.7,62.0,66.3,99.9,65.6,84.2,22.0,19.7,3.6,54.9
KHOWAI,0.019653979238754300,0.24080323995950000,16.66827124395840,0.6986027944111780,0.2215568862275450,0.9600798403193610,18.9,80.5,81.3,83.2,67.8,99.0,44.1,28.3,24.3,79.9
KHUNTI,0.15015400410677600,0.3205663716814160,56.43138525000340,0.8965853658536590,0.9551219512195120,0.8858536585365850,29.3,59.9,63.1,68.6,55.2,92.9,58.2,21.7,4.3,58.4
KINNAUR,-0.01298701298701290,0.28705636743215000,10.023196144242900,0.9669117647058820,0.9742647058823530,0.9926470588235290,56.1,89.1,73.8,96.9,80.1,99.6,35.9,27.9,9.3,83.4
KIPHIRE,0.04613541042540450,0.4735042735042740,26.34346267833020,0.6992481203007520,0.6240601503759400,0.6541353383458650,22.0,73.7,77.4,90.9,83.1,97.9,8.8,22.5,9.0,42.5
KISHANGANJ,0.5385937835778620,0.4349384389682260,102.34509126095000,0.9055310817425360,0.20019579050416100,0.544297601566324,15.0,48.0,56.0,100.0,52.4,95.8,8.1,36.6,10.0,25.3
KISHTWAR,0.16223676139848700,0.3105965265542410,38.0511872675099,0.5040276179516690,0.49252013808975800,0.7238204833141540,48.0,71.3,68.9,86.8,59.6,88.8,16.4,7.2,1.8,52.5
KODAGU,-0.003229120798473600,0.2502315529484410,35.675629276498500,0.9861538461538460,0.9984615384615390,0.9938461538461540,58.9,88.5,83.6,89.2,93.9,98.7,45.6,12.8,3.2,73.0
KODARMA,0.1590711088412890,0.265070022325959,66.18250094708940,0.9617768595041320,0.8698347107438020,0.9380165289256200,31.8,66.9,64.4,83.9,54.0,97.1,56.8,42.5,10.6,63.6
KOHIMA,-0.10894645189377400,-0.22676441351888700,20.849955233023300,0.8618181818181820,0.9418181818181820,0.8218181818181820,70.9,95.2,90.4,89.9,87.4,99.5,26.7,1.0,1.3,60.7
KOKRAJHAR,0.11982581347526300,0.4895504155933820,53.872472633107600,0.5776,0.638,0.6796,27.5,73.7,75.2,87.3,72.2,93.9,50.2,36.2,11.3,72.3
KOLAR,0.02538309183779840,0.46383147853736100,31.512402701442900,0.9373753490227360,0.9976067012365380,0.9916234543278820,55.0,78.3,71.6,98.5,89.2,99.5,33.9,26.7,9.0,72.7
KOLASIB,0.047961015645037200,0.5425065731814200,39.99195693407080,0.5780141843971630,0.7659574468085110,0.8865248226950350,41.7,96.9,93.9,95.3,96.8,99.1,61.1,13.7,2.2,38.1
KOLHAPUR,-0.0188372389020095,0.14512261809616000,28.966397096756200,0.8659597607395320,0.9782490483958670,0.9333877107123440,53.8,90.7,80.2,97.3,82.0,98.8,16.5,21.0,8.8,71.4
KOLKATA,-0.14633089535165900,0.10284254818734700,26.369963483837600,0.7329376854599410,0.9559135226791010,0.9961848240779990,55.4,87.6,87.2,99.3,60.9,99.6,21.1,16.7,4.9,84.7
KOLLAM,-0.004668073764809270,0.10009936167650200,34.44923130532330,0.9708090075062550,0.981651376146789,1.0,80.6,98.2,96.6,95.7,97.5,99.8,56.0,1.8,0.0,62.9
KOPPAL,-0.014056460114794300,0.5503647499007130,74.6433404300882,0.8710247349823320,0.925206124852768,0.9305064782096580,34.4,59.8,63.9,96.0,58.8,99.2,20.6,27.1,8.5,63.4
KORAPUT,0.23687541223238300,0.41531208944073800,50.10116492601100,0.9531123686337920,1.0,0.8868229587712210,17.6,41.7,50.6,89.5,39.4,96.2,54.6,35.5,8.4,65.4
KORBA,-0.008127990122948740,0.27006543803418800,47.61645520576900,0.7141129032258070,0.9487903225806450,0.8512096774193550,37.1,77.6,71.1,82.2,73.3,97.9,60.6,7.2,1.2,53.6
KORIYA,0.004832146490335700,0.13883771562552300,32.297219847009800,0.9411764705882350,0.9985994397759100,0.8753501400560220,37.0,77.1,69.7,87.6,73.3,97.6,62.8,22.9,5.0,56.4
KOTA,-0.08384248983765180,0.0429513646844335,22.245738466023800,0.8466230936819170,0.7612200435729850,0.9498910675381260,44.0,77.9,74.7,99.6,79.0,99.4,80.9,13.2,0.5,77.2
KOTTAYAM,0.018253079507278800,0.015821669258683200,29.792239161228500,0.9569120287253140,0.9757630161579890,0.9991023339317770,85.8,99.7,97.9,97.1,98.6,99.6,53.2,1.6,2.8,44.7
KOZHIKODE,0.01612717187287010,0.10456163327383500,37.731215405711500,0.9718032786885250,0.981639344262295,0.999344262295082,84.3,99.1,97.7,93.3,99.6,99.6,61.1,4.2,3.8,67.7
KRISHNA,-0.005718166681272450,0.03301991395751100,38.874348941790500,0.9025289778714440,0.9968387776606960,0.9994731296101160,46.2,76.9,74.0,94.4,79.1,99.6,68.1,25.3,9.6,79.1
KRISHNAGIRI,-0.08724593217553280,0.04715274387617370,22.711658671703500,0.7302663438256660,0.9859564164648910,0.9859564164648910,53.9,79.9,72.6,99.8,75.9,99.2,73.6,20.3,9.5,70.0
KULGAM,0.12647328244274800,0.21183118081180800,42.1391470789114,0.7694300518134720,0.5634715025906740,0.8367875647668390,42.4,70.9,64.0,96.4,80.5,99.8,4.2,3.7,1.1,70.8
KULLU,-0.10838891739353500,0.16246900691635100,16.531720538578100,0.9720624486442070,0.9950698438783900,0.9967132292522600,54.4,87.4,77.4,94.3,81.2,99.2,26.8,8.7,4.7,78.3
KUPWARA,0.1689346706424510,0.29448986624064200,52.456607533997000,0.7290436835891380,0.6452184179456910,0.806965761511216,44.9,76.0,68.7,88.0,67.7,99.3,10.4,3.1,0.0,64.5
KURNOOL,0.1394959435664210,0.5178806274790370,72.07951578465240,0.8886518771331060,1.0,1.0,33.4,57.0,55.2,97.9,73.5,99.9,73.3,36.9,12.4,70.0
KURUKSHETRA,-0.05335335335335350,0.10587375536676700,22.97605491842680,0.9575645756457570,0.9833948339483400,0.9981549815498160,48.4,83.9,75.3,99.9,82.6,99.6,19.2,11.7,3.9,68.4
KURUNG KUMEY,0.25951825951825900,0.680952380952381,21.418876646916900,0.5858585858585860,0.1111111111111110,0.5353535353535350,34.7,76.5,72.6,99.8,78.3,99.2,13.4,19.8,7.7,54.1
KUSHINAGAR,0.2734247329399830,0.3322081096241690,56.449836487991200,0.9034467994005570,0.7319631770498820,0.8077499464782700,34.1,64.4,63.7,100.0,73.1,91.5,15.6,17.7,2.6,64.2
LAHUL & SPITI,-0.008944543828264710,0.37742504409171100,5.62301364620396,0.8401639344262300,0.9959016393442620,0.9959016393442620,55.9,86.2,65.6,89.2,61.7,99.8,31.2,11.2,3.1,78.5
LAKHIMPUR,0.09982001264775990,0.39484469648150500,33.65199961081210,0.8279871692060950,0.8524458700882120,0.8833199679230150,42.1,83.9,83.2,81.2,74.2,97.2,67.0,36.3,8.2,67.1
LAKHISARAI,0.3334150948024230,0.14771478795869000,64.72365755258390,0.8975609756097560,0.5580487804878050,0.7658536585365850,30.0,57.9,61.2,96.6,51.6,98.0,15.1,56.1,13.0,67.0
LAKSHADWEEP,-0.03513238289205710,-0.07347538574577510,31.460768821505900,0.972972972972973,1.0,1.0,67.8,96.5,93.0,92.9,99.8,99.8,60.1,1.3,1.1,52.6
LALITPUR,0.2966164030893710,0.31044897682152900,51.006530404028400,0.926690758905524,0.8084667010841510,0.8895198760970570,23.8,61.3,66.8,96.6,64.2,94.1,11.7,42.5,9.4,73.8
LATEHAR,0.22957165219866200,0.3067317882320420,83.16025010529370,0.9485714285714290,0.9461224489795920,0.8612244897959180,26.5,58.7,60.5,79.2,51.4,89.0,52.2,32.2,8.8,56.6
LATUR,-0.005637513171759650,0.2780326376243170,27.26560464602000,0.8753285767930910,0.9350356740518210,0.8918512955313560,40.7,83.3,70.6,94.6,72.5,97.2,33.6,31.0,14.2,78.2
LAWNGTLAI,0.23674475955610400,0.6635773864689530,34.45324980062200,0.6476683937823830,0.5578583765112260,0.5181347150259070,32.2,76.0,79.9,82.2,90.3,89.0,31.3,16.0,9.2,29.7
LOHARDAGA,0.16128371807339900,0.32774347460005600,71.65840654695560,0.9437037037037040,0.9511111111111110,0.9688888888888890,35.0,67.5,65.6,78.4,67.7,99.2,58.9,21.9,5.5,56.6
LOHIT,0.1703703703703700,0.4853946550652580,22.112562860934200,0.8962264150943400,0.2169811320754720,0.6792452830188680,37.3,73.4,73.3,96.9,83.7,98.9,31.9,20.0,5.4,57.0
LONGDING,-0.08930292322518470,0.09941972920696330,97.04201218778650,0.5283018867924530,0.29245283018867900,0.39622641509434000,27.7,71.9,63.2,62.5,83.5,97.4,23.8,7.9,2.2,68.6
LONGLENG,0.0692041522491349,0.5032021957914000,19.769979888933600,0.8807339449541290,0.5871559633027520,0.4036697247706420,23.8,82.0,81.2,76.3,86.6,99.1,38.3,11.0,6.5,66.5
LOWER DIBANG VALLEY,-0.1731175228712170,0.16554054054054100,23.912733692779600,0.84,0.33,0.74,51.9,81.6,76.8,99.5,89.9,84.4,36.8,13.8,1.6,75.3
LOWER SUBANSIRI,-0.12922002328288700,0.37994100294985300,17.261762978846400,0.855072463768116,0.5217391304347830,0.7898550724637680,49.9,76.8,73.1,98.1,82.8,97.8,24.5,16.0,2.0,65.9
LUCKNOW,0.11242175635390600,0.19144529884655700,42.90977714294790,0.9040501446480230,0.8384763741562200,0.9399710703953710,51.9,79.8,80.8,99.8,80.4,96.8,15.8,9.9,2.1,56.5
LUDHIANA,0.04112207747575530,0.08648794130381370,40.54696356746080,0.940064216910453,0.9575454869782380,1.0,61.6,85.3,81.4,99.9,84.6,99.7,25.2,6.5,1.8,69.8
LUNGLEI,0.09528907922912210,0.5030196766023770,32.20214708487390,0.6840277777777780,0.4565972222222220,0.734375,46.3,91.6,89.8,96.0,95.6,98.0,46.5,4.8,3.8,33.0
MADHEPURA,0.7980238817873680,0.6706800897118090,80.49661584283580,0.8213903743315510,0.12887700534759400,0.5251336898395720,23.2,47.6,58.0,99.3,34.6,97.0,9.5,52.0,20.8,55.8
MADHUBANI,0.47305358742568600,0.4558789289871940,79.20523760721390,0.8415991902834010,0.15587044534413000,0.8863866396761130,26.5,53.2,55.6,100.0,38.2,98.6,19.2,39.2,10.2,47.4
MADURAI,-0.03489249704874900,0.05371486969851810,23.486319578179800,0.8375751966682090,0.989356779268857,0.989356779268857,58.6,87.3,83.9,98.7,80.1,98.9,66.3,11.5,4.0,69.7
MAHABUBABAD,0.046676176890156900,0.5249235198848300,25.682712490638300,0.5901234567901240,0.9152263374485600,0.8148148148148150,34.7,58.0,55.0,98.2,68.6,99.6,69.3,28.3,6.6,75.4
MAHABUBNAGAR,0.013714791328712600,0.2869024515822410,34.24734650893620,0.7448389760528490,0.8414533443435180,0.9075144508670520,40.4,59.6,54.8,99.6,73.7,99.4,70.3,23.4,9.2,72.0
MAHASAMUND,0.023999141930121000,0.18965757238307300,48.26197652656320,0.7953529937444150,0.998212689901698,0.9955317247542450,31.2,72.6,68.6,98.8,84.2,98.4,76.2,9.5,1.2,71.4
MAHE,0.07339449541284400,0.13628762541806000,27.20517139200000,1.0,1.0,1.0,88.2,99.7,99.2,98.0,99.8,99.7,23.6,2.8,0.7,73.6
MAHENDRAGARH,-0.035468155893536100,0.1198112195645180,19.14083452384360,0.9395161290322580,0.9858870967741940,0.96875,52.4,82.7,70.0,99.7,79.8,99.6,25.6,13.4,9.6,70.2
MAHESANA,0.07822025565388400,0.2567227035796890,31.204964472903900,0.8674101610904590,0.9708798017348200,1.0,32.6,75.1,71.3,97.0,72.1,97.7,40.7,32.3,4.5,46.3
MAHISAGAR,0.08334116614970080,0.21445084440264900,40.21490361218260,0.9186197916666670,0.98828125,0.9993489583333330,33.9,70.9,66.1,94.8,44.4,95.2,46.0,30.7,6.1,73.3
MAHOBA,0.22744229902021100,0.2419335775913010,37.66285016552950,0.8941717791411040,0.8711656441717790,0.9401840490797550,30.7,69.7,65.2,94.3,69.0,95.9,16.2,20.8,4.0,61.6
MAINPURI,0.20560783708731900,0.22380868181416300,32.61244099049280,0.8941535051260740,0.8041008589637020,0.8725408700471050,45.8,78.4,74.6,99.6,63.1,95.2,16.1,16.0,4.0,80.1
MAJULI,-0.009762666217808520,0.44765233247226900,22.894622809818300,0.8100470957613820,0.8178963893249610,0.8916797488226060,41.7,83.4,78.4,98.6,65.6,93.5,60.8,25.5,10.4,63.7
MALAPPURAM,-0.0006368098024791550,0.1393575796164360,50.94114887473770,0.9881337648327940,0.948220064724919,0.9978425026968720,69.5,99.2,94.9,97.7,99.9,99.7,42.8,15.3,2.6,58.6
MALDAH,0.016718848272477800,0.44552871210976700,56.35187386375840,0.9671038008446320,0.6772616136919320,0.8941987108246280,30.0,72.3,71.3,99.0,62.0,98.1,29.0,49.1,18.9,75.3
MALKANGIRI,0.31602498368602600,0.3673960729762990,50.29072655144740,0.975929978118162,1.0,0.9883296863603210,14.0,41.3,48.9,94.7,41.4,95.8,47.0,32.4,11.7,74.1
MAMIT,0.23684210526315800,0.7060387390808960,42.238552124759000,0.7296587926509190,0.8136482939632550,0.7191601049868770,40.0,89.6,90.7,97.3,92.7,97.9,61.7,16.8,10.3,41.6
MANCHERIAL,0.03319245438614570,0.39326827557996800,31.00815533601030,0.6675951717734450,0.9052924791086350,0.9025069637883010,48.8,69.5,58.4,95.6,78.1,99.6,64.4,14.0,3.7,55.3
MANDI,-0.029401000365987500,0.12691185055458300,15.098493347082800,0.9652703186537770,0.9720730397422130,0.99140708915145,71.8,94.0,79.2,96.5,87.0,99.5,41.3,6.3,6.3,81.4
MANDLA,-0.005844698023935500,0.2729558789910840,34.57765719824850,0.8605141171512850,0.9924146649810370,0.7855035819637590,30.5,69.1,68.3,79.7,58.4,96.8,42.6,15.0,2.6,79.1
MANDSAUR,0.05359648860888,0.3025104273235230,32.89252971103800,0.8179805137289640,0.9853852967227640,0.9069973427812220,24.1,67.2,63.1,77.6,65.4,99.9,48.4,34.8,6.1,72.6
MANDYA,0.004064087534193070,0.42320273678427800,33.834691215729400,0.9583333333333330,0.9995791245791250,0.9924242424242420,52.5,78.3,67.7,98.4,86.7,98.4,39.9,13.1,5.9,80.0
MANSA,0.009451531799981370,0.08106821535678590,38.24306728016120,0.8723404255319150,0.6656534954407300,0.9984802431610940,37.5,69.4,63.6,99.3,85.4,99.5,18.4,11.5,2.7,67.6
MATHURA,0.121294777729823,0.2155835015650180,32.38873660683760,0.8774558774558780,0.7765567765567770,0.8724608724608720,34.7,67.9,68.4,98.4,71.2,98.2,10.8,21.3,6.4,58.2
MAU,0.1701706463691610,0.2778679813426230,45.84306067316190,0.9016635859519410,0.6853974121996300,0.7574861367837340,53.1,74.4,68.8,99.8,75.1,94.2,16.0,11.0,0.3,54.2
MAYURBHANJ,0.12431107671380700,0.3008259030635570,41.62445322558060,0.9664899257688230,0.9989395546129380,0.96033934252386,25.1,61.5,63.0,80.1,54.4,90.3,46.5,31.3,17.2,76.3
MEDAK,0.02641492903451900,0.3866950182260020,38.758847018763100,0.6623616236162360,0.827490774907749,0.8929889298892990,39.3,57.7,52.3,99.9,78.2,99.4,61.2,31.8,6.5,57.4
MEERUT,0.1120653566580830,0.19215907155862400,38.394887313340600,0.8834317687286290,0.6869754429592790,0.9424930059061240,47.3,80.2,74.0,99.7,82.7,98.6,18.4,7.6,2.4,72.4
MIRZAPUR,0.24102645191895,0.2766934366286540,52.80135033971520,0.9450213805742210,0.885766646304215,0.9276114844227250,43.8,73.4,69.0,96.9,72.3,92.7,15.0,16.6,2.4,61.5
MOGA,0.0445476131410143,0.10229475153112600,47.0480240599307,0.95,1.0,1.0,45.2,76.0,72.0,99.2,87.8,99.9,23.7,13.1,4.3,75.0
MOKOKCHUNG,-0.05988327835574730,0.26834997064004700,13.559636343633900,0.82421875,0.85546875,0.91796875,55.8,94.0,88.0,97.4,96.7,97.7,22.3,6.0,0.7,66.7
MON,-0.025699662419688600,0.2744838976052850,47.69258164649760,0.9108910891089110,0.5379537953795380,0.6336633663366340,24.3,78.2,79.4,86.7,86.4,96.4,39.3,3.0,2.8,68.7
MORADABAD,0.2620974705550500,0.24466612325169200,41.577007367642800,0.9228441754916790,0.6084215834594050,0.7463439233484620,42.6,69.4,67.6,99.8,79.0,96.0,17.1,9.6,1.5,69.8
MORBI,0.1564833978223700,0.2353276759609210,31.9801897932365,0.7886435331230280,0.9695057833859100,1.0,35.4,82.4,70.5,98.3,80.1,99.9,34.4,8.9,3.4,73.3
MORENA,0.30867201218609200,0.4102337891486550,34.30311613333930,0.8832647896235370,0.981335020563113,0.9193293261626070,25.6,70.7,67.0,97.1,62.7,99.5,36.3,27.8,6.7,58.9
MORIGAON,0.1706563151462870,0.532209935053537,54.72075717104610,0.7727554179566560,0.5863777089783280,0.896594427244582,24.5,78.7,79.1,94.6,62.3,89.5,62.5,39.1,11.6,70.6
MUKTSAR,0.0337715500275525,0.0869623776600521,41.736799067894,0.9530201342281880,0.9946308724832220,1.0,39.8,72.7,68.5,97.8,82.9,99.5,23.9,8.6,2.7,72.0
MUNGELI,0.037907455354179200,0.3087782566628550,64.12898284691640,0.9136468774094060,0.9707016191210490,0.9899768696993060,32.2,68.6,63.6,98.0,80.7,99.7,68.0,20.5,3.1,64.0
MUNGER,0.3528834797926220,0.29886405445180300,71.3430054947735,0.8747169811320760,0.8988679245283020,0.5683018867924530,44.4,69.5,69.5,97.7,62.8,98.4,15.2,34.7,9.6,68.6
MURSHIDABAD,-0.09922623447732760,0.46228169099942100,73.38964529430780,0.9702215050608770,0.6257884700014670,0.9458706175737130,24.2,67.6,74.7,99.1,69.7,96.7,28.4,55.4,20.6,85.4
MUZAFFARNAGAR,0.14569296410391600,0.18703608296601600,41.671923232310100,0.9164075993091540,0.6870466321243520,0.9295336787564770,41.8,73.4,69.1,99.9,80.1,97.8,8.2,7.3,1.0,73.2
MUZAFFARPUR,0.2777528183803330,0.4287759205520810,73.33763374107930,0.8110494450050450,0.9402119071644800,0.5971241170534810,33.8,63.0,65.1,99.9,55.2,96.6,13.2,32.9,8.2,66.1
NADIA,-0.08397594429589610,0.3634856409750320,36.96084585387960,0.9630700778642940,0.5690767519466070,0.9830923248053390,28.3,76.2,77.6,98.2,78.4,98.2,23.0,39.9,15.1,59.9
NAGAON,0.19106705915961800,0.43769202633504000,65.66430825816710,0.7538627380524610,0.9087315846209130,0.8756737333812430,22.1,78.4,81.3,96.1,66.1,94.5,59.4,42.6,15.0,58.6
NAGAPATTINAM,-0.08659973810563070,0.17927886809676000,22.959777155036400,0.724679029957204,0.9971469329529240,0.9971469329529240,53.7,89.3,79.2,100.0,69.6,99.0,70.9,6.3,5.2,65.9
NAGARKURNOOL,0.04747404844290660,0.3994363690299620,32.171667192801100,0.4916593503072870,0.8718173836698860,0.8726953467954350,36.0,57.1,51.1,99.6,73.2,99.9,68.6,32.1,5.3,77.3
NAGAUR,0.05749923942804990,0.13285864286651800,22.980769378611600,0.8451413085559430,0.7677119628339140,0.9508323654665120,32.3,67.8,62.9,96.9,79.0,99.0,90.0,28.2,0.9,83.4
NAGPUR,-0.024680501147797500,0.1266788390666830,28.767976950806000,0.8736498367244410,0.9791509670936950,0.9615674453654860,67.6,94.6,86.5,99.5,88.9,99.5,25.6,7.1,0.9,84.1
NAINITAL,-0.039752407152682200,0.028791455439030900,27.37522131852710,0.820675105485232,0.92457805907173,0.9377637130801690,55.2,85.4,80.3,93.0,82.4,99.1,60.8,11.3,2.0,74.7
NALANDA,0.25490120667275600,0.21925875372879700,56.91698011771530,0.8303628262253340,0.7530235518777850,0.8997453851050290,28.8,56.1,59.6,98.9,52.5,98.9,12.8,42.0,10.0,72.3
NALBARI,0.024176302149407400,0.2647929628835010,36.43083724867550,0.5700518902891030,0.859896219421794,0.8747220163083770,41.6,83.9,81.8,99.5,68.1,94.7,52.5,28.1,8.6,53.3
NALGONDA,0.04893312221970890,0.4021670897131470,31.629743807988700,0.8343734997599620,0.9217474795967360,0.9111857897263560,40.9,62.6,59.8,99.2,76.4,99.9,64.8,28.2,6.0,78.5
NAMAKKAL,-0.06335440874914560,-0.052807068728379000,18.65383267719940,0.783982365907421,0.9904481998530490,0.9904481998530490,55.7,88.9,73.5,99.5,75.2,99.2,68.8,14.2,6.5,65.2
NAMSAI,0.08383806184252470,0.4882301656495210,29.878048965412700,0.7630331753554500,0.1943127962085310,0.6635071090047390,22.2,67.1,72.1,93.5,75.1,96.5,30.9,26.7,11.3,69.5
NANDED,0.01344242377240950,0.2952583544911820,31.409770097575400,0.8428610132755350,0.9233270116499590,0.7523706312652400,31.6,71.9,68.1,94.8,68.0,96.4,15.7,32.2,8.7,68.1
NANDURBAR,0.026638201296328300,0.3534940658975850,45.572782964614900,0.6796536796536800,0.8686868686868690,0.6195286195286200,29.9,57.7,63.5,94.6,54.1,96.2,15.3,24.0,10.6,62.6
NARAYANPUR,0.044812768569674600,0.13621533442088100,34.70053410982100,0.6387959866220740,0.9882943143812710,0.5367892976588630,26.5,53.8,54.0,90.5,52.8,90.1,83.1,11.1,2.5,57.7
NARMADA,0.19282113776103700,0.20180412371134000,47.026802409980800,0.9091928251121080,0.9943946188340810,0.9955156950672650,22.6,67.3,66.0,96.8,54.6,92.7,51.1,29.5,12.0,80.2
NARSIMHAPUR,-0.05962470853843580,0.20433411167096800,32.39385854562620,0.8918770581778270,0.9983534577387490,0.9895718990120750,31.4,73.6,73.8,99.8,77.0,99.0,49.4,19.6,6.5,78.9
NASHIK,0.011953815094796200,0.28966197525393000,36.919773380832200,0.9077199281867150,0.9684021543985640,0.8937163375224420,42.6,80.0,78.2,86.3,68.3,95.3,14.7,29.6,14.0,55.0
NAVSARI,-0.09791167408421760,0.184829100268746,39.77973582335250,0.9257142857142860,0.9714285714285710,0.9990476190476190,47.7,84.1,77.9,97.4,80.1,98.7,42.0,15.7,3.3,78.2
NAWADA,0.3513869382022470,0.25523649828826900,69.79926409720890,0.9435555555555560,0.20933333333333300,0.656,37.3,62.1,61.4,99.3,47.9,97.4,8.1,43.3,9.4,69.8
NAYAGARH,0.008752387014640320,0.17182655964666400,36.16109515703660,0.9211309523809520,0.9977678571428570,0.9479166666666670,27.1,81.9,76.1,82.9,67.1,98.3,49.3,35.7,10.0,78.2
NEEMUCH,0.08874528809908460,0.24458728010825400,30.59838211246350,0.9448075526506900,0.9992737835875090,0.9854756717501820,27.9,68.5,64.1,91.7,68.9,99.6,43.3,29.3,4.1,73.4
NEW DELHI,-0.1539985144837830,-0.16028911564625800,27.556911204170600,0.7816091954022990,1.0,1.0,57.9,83.9,85.9,99.1,69.4,100.0,25.2,10.2,5.2,77.0
NICOBARS,-0.009565217391304340,0.14935064935064900,25.9460667907611,0.9827586206896550,1.0,0.9137931034482760,53.5,87.5,78.0,98.8,83.5,97.9,2.7,11.4,1.8,65.3
NIRMAL,0.03868242441501740,0.3379493712956300,39.13124657335410,0.6357677902621720,0.8726591760299630,0.8820224719101120,40.9,58.6,53.3,98.3,63.6,99.5,49.9,23.3,9.6,59.3
NIZAMABAD,0.004075075428078830,0.2893487109905020,41.57206245214720,0.7020925110132160,0.8986784140969160,0.9686123348017620,42.4,63.1,54.3,99.4,72.5,99.9,52.3,23.7,3.8,60.3
NORTH,-0.11239035087719300,-0.08346844801867830,38.76964659917600,0.6389776357827480,1.0,1.0,53.9,81.9,80.8,99.3,70.2,99.8,18.1,17.0,8.2,57.4
NORTH GARO HILLS,0.09895407003183270,0.7284957195271100,62.42033620280190,0.6494845360824740,0.032073310423825900,0.18671248568155800,38.4,86.1,91.3,51.5,84.9,97.5,60.8,13.2,3.7,19.2
NORTH GOA,-0.13404313404313400,0.0521470077729983,23.574477563158600,0.9827586206896550,1.0,1.0,72.0,92.4,89.5,98.1,87.7,100.0,64.8,7.5,2.7,63.1
NORTH TRIPURA,0.09957627118644060,0.2150664380625800,45.58856277358040,0.6494464944649450,0.35239852398524000,0.6439114391143910,23.7,83.1,86.4,75.6,74.1,96.2,28.7,34.2,11.9,78.3
NUAPADA,0.12792922046867500,0.387239165329053,48.68423990560680,0.8643911439114390,0.9981549815498160,0.9649446494464950,27.3,57.2,60.9,97.5,58.4,94.6,45.3,15.6,3.9,71.4
PALAKKAD,0.0010883893047610700,0.21060240388061800,40.014789912028400,0.9669694467382330,0.9777043765483070,0.9966969446738230,63.2,94.4,89.6,94.7,99.0,98.9,53.8,14.1,4.4,58.9
PALAMU,0.24289482087734000,0.1690279493514520,82.14029519125150,0.9514295556321050,0.925938684119876,0.8949362728212200,36.5,65.4,63.5,94.9,46.3,95.8,55.8,35.4,6.1,60.1
PALGHAR,0.014578421658067700,0.25207279553632000,46.98848932905340,0.8918429003021150,0.8395770392749240,0.8380664652567980,48.3,77.6,77.5,91.1,75.1,97.7,18.8,14.6,4.7,71.8
PALI,-0.06510947046843190,0.16023996690111700,22.454571004047400,0.8078817733990150,0.7836990595611290,0.948499776085983,36.6,76.3,67.1,96.2,81.8,99.7,96.2,11.8,2.2,57.8
PALWAL,0.19533456536141400,0.27266891349703100,37.37867771804910,0.8908606921029280,0.935226264418811,0.9698314108252000,39.4,71.1,67.0,96.7,80.3,98.9,23.5,23.8,4.7,71.2
PANCH MAHALS,0.15680591645013000,0.28732476635514000,41.52597828137950,0.9389848812095030,0.9719222462203020,1.0,28.4,71.7,70.1,91.0,58.9,95.5,34.0,34.1,10.5,71.4
PANCHKULA,-0.11553903345724900,0.2235614992081650,25.25566927206690,0.9789473684210530,0.9964912280701750,0.9982456140350880,60.3,87.9,81.2,99.2,82.6,99.5,19.9,7.4,1.4,76.6
PANIPAT,0.035436893203883500,0.12236642508006100,28.086812481382000,0.9280500521376430,0.9124087591240880,0.9979144942648590,52.1,85.9,78.3,99.9,79.3,99.6,26.5,11.9,5.7,70.1
PANNA,0.30000283905402700,0.3679237947122860,41.876072568549800,0.8103525211958950,1.0,0.751896474788041,24.0,62.9,63.7,85.5,43.8,95.8,12.6,22.8,8.0,67.6
PAPUM PARE,0.06118484946584660,0.4336180124223600,19.9454419363316,0.4495798319327730,0.11764705882352900,0.5546218487394960,50.5,78.2,77.6,92.9,75.7,98.7,26.9,25.4,6.0,47.7
PARBHANI,0.03280203754672810,0.33988705291780000,33.88411174282670,0.807931199235547,0.9015766841853800,0.7673196368848540,28.8,73.4,67.1,89.0,60.1,96.8,10.5,48.0,13.7,42.0
PASCHIM MEDINIPUR,0.006636923045934770,0.4478290542424040,27.105785633363400,0.9744358754641530,0.8930305626963730,0.9817195087117970,26.2,70.9,72.1,95.5,58.3,95.4,25.8,55.7,25.0,60.7
PASHCHIM CHAMPARAN,0.4666687910267030,0.48606485275432500,76.38145028844150,0.9165455074149460,0.46786856644373400,0.8310555394009890,21.6,52.5,59.8,99.7,43.3,93.5,20.0,39.1,12.5,50.7
PASHCHIMI SINGHBHUM,0.1839701389107630,0.3744696264100180,90.11760905281110,0.867808519982433,0.9907773386034260,0.9038208168642950,22.9,49.8,58.4,79.3,37.7,83.3,46.7,24.4,6.7,55.9
